r2_thresh,P_thresh,Protein,N_ins,beta,SE,LCI,UCI,P_value,Method
0.05,1,MCP-1,46,-0.161787969366681,0.0622155970666554,-0.283728298893982,-0.0398476398393809,0.00931041149444889,IVW
0.05,1,MCP-1,46,-0.130017424157283,0.105984060911195,-0.337742366478524,0.0777075181639586,0.21991132768504,PCA_0.90
0.05,1,MCP-1,46,-0.117721634900218,0.0683191281453739,-0.251624665520328,0.0161813957198915,0.0848679414126729,PCA_0.99
0.05,1,MCP-1,46,-0.0407934851402909,0.106872804344309,-0.250260332581932,0.16867336230135,0.702682958006739,MR_Egger
0.05,1,MCP-1,46,-0.0059589534589293,0.00436606777604478,-0.014516289054038,0.00259838213617936,0.172305538672362,EggerInt
0.05,0.01,MCP-1,5,-0.183601242802632,0.0920574703950855,-0.364030569284861,-0.00317191632040167,0.0461061951637394,IVW
0.05,0.01,MCP-1,5,-0.0285652122921611,0.170873897851931,-0.363471897979922,0.3063414733956,0.867235262899239,PCA_0.90
0.05,0.01,MCP-1,5,-0.183235595856517,0.099911119450808,-0.37905779163518,0.0125865999221463,0.0666560700607901,PCA_0.99
0.05,0.01,MCP-1,5,0.0948776051304471,0.747561685513559,-1.37031637469819,1.56007158495908,0.899006812735194,MR_Egger
0.05,0.01,MCP-1,5,-0.0201035756075447,0.0531429918185303,-0.124261925602571,0.0840547743874815,0.705213590629495,EggerInt
0.05,0.001,MCP-1,4,-0.172847399887463,0.0996150999695899,-0.368089408144216,0.0223946083692904,0.0827137793158698,IVW
0.05,0.001,MCP-1,4,-0.174455238919197,0.101168239768274,-0.372741345244326,0.0238308674059321,0.0846343625235067,PCA_0.90
0.05,0.001,MCP-1,4,-0.174455238919197,0.101168239768274,-0.372741345244326,0.0238308674059321,0.0846343625235067,PCA_0.99
0.05,0.001,MCP-1,4,0.38498117398211,0.947100374678209,-1.47130145013157,2.24126379809579,0.684386991201175,MR_Egger
0.05,0.001,MCP-1,4,-0.0386623049893686,0.0649060800686219,-0.16587588430154,0.0885512743228033,0.551398788860398,EggerInt
0.05,1e-04,MCP-1,3,-0.148101994905885,0.104065293219978,-0.352066221657643,0.0558622318458728,0.154688574528347,IVW
0.05,1e-04,MCP-1,3,-0.0696759816776213,0.130452609507923,-0.325358398002418,0.186006434647175,0.593265758137448,PCA_0.90
0.05,1e-04,MCP-1,3,-0.0696759816776213,0.130452609507923,-0.325358398002418,0.186006434647175,0.593265758137448,PCA_0.99
0.05,1e-04,MCP-1,3,0.286560750171827,0.870735926806517,-1.42005030641405,1.9931718067577,0.742078753012681,MR_Egger
0.05,1e-04,MCP-1,3,-0.0305170783912362,0.0604263958366971,-0.148950637946724,0.0879164811642511,0.613538512580997,EggerInt
0.05,1e-05,MCP-1,3,-0.148101994905885,0.104065293219978,-0.352066221657643,0.0558622318458728,0.154688574528347,IVW
0.05,1e-05,MCP-1,3,-0.0696759816776213,0.130452609507923,-0.325358398002418,0.186006434647175,0.593265758137448,PCA_0.90
0.05,1e-05,MCP-1,3,-0.0696759816776213,0.130452609507923,-0.325358398002418,0.186006434647175,0.593265758137448,PCA_0.99
0.05,1e-05,MCP-1,3,0.286560750171827,0.870735926806517,-1.42005030641405,1.9931718067577,0.742078753012681,MR_Egger
0.05,1e-05,MCP-1,3,-0.0305170783912362,0.0604263958366971,-0.148950637946724,0.0879164811642511,0.613538512580997,EggerInt
0.05,5e-08,MCP-1,2,-0.0917339537156349,0.130651199001936,-0.347805598296404,0.164337690865134,0.482598918847318,IVW
0.05,5e-08,MCP-1,2,-0.0782086947865769,0.131983897377578,-0.33689238018586,0.180474990612706,0.55347404973955,PCA_0.90
0.05,5e-08,MCP-1,2,-0.0782086947865769,0.131983897377578,-0.33689238018586,0.180474990612706,0.55347404973955,PCA_0.99
0.05,5e-08,MCP-1,2,,,,,,MR_Egger
0.05,5e-08,MCP-1,2,,,,,,EggerInt
0.1,1,MCP-1,65,-0.192986226601687,0.0530868141130342,-0.297034470317207,-0.0889379828861677,0.000277662785749839,IVW
0.1,1,MCP-1,65,-0.150610532303204,0.088266567960065,-0.323609826543888,0.0223887619374809,0.0879495239461976,PCA_0.90
0.1,1,MCP-1,65,-0.157111773593081,0.0573177363968879,-0.269452472606342,-0.0447710745798202,0.00612399604134337,PCA_0.99
0.1,1,MCP-1,65,-0.0473469086970673,0.0754875848310913,-0.195299856245918,0.100606038851784,0.530518631709275,MR_Egger
0.1,1,MCP-1,65,-0.00582285480649677,0.00234988011579164,-0.0104285352014352,-0.00121717441155834,0.0132144488122949,EggerInt
0.1,0.01,MCP-1,6,-0.176769499671632,0.0693256421826507,-0.312645261554739,-0.0408937377885262,0.010777145654531,IVW
0.1,0.01,MCP-1,6,-0.059829894146279,0.158800821652025,-0.371073785299616,0.251413997007058,0.706351517235418,PCA_0.90
0.1,0.01,MCP-1,6,-0.183857112207514,0.0958073917300144,-0.371636149451063,0.00392192503603478,0.0549807311118971,PCA_0.99
0.1,0.01,MCP-1,6,-0.0897165090429384,0.564663906056978,-1.19643742828432,1.01700441019845,0.873759640228689,MR_Egger
0.1,0.01,MCP-1,6,-0.00546204565634239,0.0348112176555736,-0.0736907785192515,0.0627666872065667,0.875319910546265,EggerInt
0.1,0.001,MCP-1,5,-0.169018992580046,0.074020582597954,-0.314096668586708,-0.0239413165733835,0.0224065037993467,IVW
0.1,0.001,MCP-1,5,-0.0257424586298095,0.156502937801837,-0.332482580196123,0.280997662936504,0.869348987495847,PCA_0.90
0.1,0.001,MCP-1,5,-0.176996103090356,0.0937060784783242,-0.360656642040355,0.00666443585964335,0.0589128222883384,PCA_0.99
0.1,0.001,MCP-1,5,0.0229223926590857,0.620811778897955,-1.19384633515915,1.23969112047732,0.970546196243585,MR_Egger
0.1,0.001,MCP-1,5,-0.0116384585326775,0.0371099622729016,-0.0843726480552048,0.0610957309898499,0.75380900922476,EggerInt
0.1,1e-04,MCP-1,4,-0.143622338021123,0.0802221826400396,-0.300854926756795,0.0136102507145487,0.0734045657904198,IVW
0.1,1e-04,MCP-1,4,-0.0709619318399543,0.135618754381544,-0.336769806055964,0.194845942376055,0.600803273639906,PCA_0.90
0.1,1e-04,MCP-1,4,-0.0709619318399543,0.135618754381544,-0.336769806055964,0.194845942376055,0.600803273639906,PCA_0.99
0.1,1e-04,MCP-1,4,-0.0108451433178722,0.645727933999541,-1.27644863776843,1.25475835113268,0.986599982498879,MR_Egger
0.1,1e-04,MCP-1,4,-0.00815075825794927,0.0389854741639891,-0.0845608835395847,0.0682593670236861,0.834392288668468,EggerInt
0.1,1e-05,MCP-1,3,-0.148101994905885,0.104065293219978,-0.352066221657643,0.0558622318458728,0.154688574528347,IVW
0.1,1e-05,MCP-1,3,-0.0696759816776213,0.130452609507923,-0.325358398002418,0.186006434647175,0.593265758137448,PCA_0.90
0.1,1e-05,MCP-1,3,-0.0696759816776213,0.130452609507923,-0.325358398002418,0.186006434647175,0.593265758137448,PCA_0.99
0.1,1e-05,MCP-1,3,0.286560750171827,0.870735926806517,-1.42005030641405,1.9931718067577,0.742078753012681,MR_Egger
